,Episode,Action,Pole_Angle,Pole_Angular_Velocity,Q_Value
0,0,1,0.013269094558410327,-0.020998265615229175,20.435178756713867
1,0,1,0.012849129246105744,-0.30946528078089636,20.43459129333496
2,0,1,0.006659823630487817,-0.598068415850756,20.415849685668945
3,0,0,-0.005301544686527304,-0.8886461548619563,20.4259090423584
4,0,0,-0.023074467783766428,-0.597634507197336,20.430559158325195
5,0,0,-0.035027157927713146,-0.3123081811249209,20.4320011138916
6,0,0,-0.041273321550211566,-0.030874277683291984,20.44409942626953
7,0,1,-0.02636694441643606,0.22360262755966515,20.42306137084961
8,0,1,-0.021894891865242756,-0.0772794644086296,20.4234676361084
9,0,0,-0.02344048115341535,-0.37678909788738457,20.425783157348633
10,0,0,-0.03097626311116304,-0.09158825191408243,20.427509307861328
11,0,0,-0.03280802814944469,0.19116297597061216,20.42303466796875
12,0,1,-0.028984768630032444,0.4733184628072432,20.430463790893555
13,0,1,-0.01951839937388758,0.1716427404713216,20.425310134887695
14,0,1,-0.016085544564461148,-0.12713316991347062,20.42374038696289
15,0,0,-0.01862820796273056,-0.42484718268806254,20.42390251159668
16,0,0,-0.02712515161649181,-0.13809448402057556,20.42280387878418
17,0,1,-0.02988704129690332,0.14590897896395605,20.423648834228516
18,0,0,-0.0269688617176242,-0.15605090207727007,20.42267608642578
19,0,1,-0.030089879759169602,0.1280034682033343,20.42350196838379
20,0,1,-0.031010181170750495,0.1098540715697921,20.42317008972168
21,0,0,-0.028813099739354652,-0.1924488507880096,20.42424201965332
22,0,0,-0.032662076755114844,0.09100731275503587,20.426311492919922
23,0,1,-0.030841930500014127,0.3732090583522503,20.42662239074707
24,0,1,-0.02337774933296912,0.0709631743289853,20.42486000061035
25,0,0,-0.021958485846389413,-0.22900290546648255,20.419464111328125
26,0,1,-0.026538543955719064,0.05667345597071244,20.423994064331055
27,0,0,-0.025405074836304817,-0.2442630314497654,20.42263412475586
28,0,1,-0.023018871397579212,0.02144038157166339,20.4246768951416
29,0,0,-0.02815837298896945,0.007057858749758006,20.423324584960938
30,0,1,-0.022202712356098504,-0.010660735817622058,20.42470359802246
31,0,0,-0.022415927072450947,-0.3102653672986277,20.4228572845459
32,0,0,-0.0286212344184235,-0.02473521558383701,20.42535972595215
33,0,1,-0.029115938730100238,0.25878176085591126,20.42271614074707
34,0,1,-0.023940303512982014,-0.04294068914118737,20.42409324645996
35,0,0,-0.02479911729580576,-0.3430798332207081,20.4256534576416
36,0,0,-0.031660713960219924,-0.05831906483358018,20.43023109436035
37,0,0,-0.02834291623932166,-0.07864549393101039,20.424535751342773
38,0,1,-0.029915826117941868,0.20496213366434957,20.42279624938965
39,0,0,-0.027756695992911237,-0.3977205484216628,20.429580688476562
40,0,0,-0.035711106961344496,-0.11391638530262721,20.4321346282959
41,0,0,-0.034643644908147406,0.44774994556686215,20.43849754333496
42,0,1,-0.0111023582645172,0.4286583376915443,20.427021026611328
43,0,1,-0.0025291915106863128,0.13249624781411212,20.430397033691406
44,0,1,0.00012073344559592955,-0.16098353046997077,20.428691864013672
45,0,1,-0.003098937163803486,-0.45362836655846805,20.42022132873535
46,0,0,-0.012171504494972847,-0.7472864993575437,20.425514221191406
47,0,0,-0.02711723448212372,-0.4584586002151193,20.43086814880371
48,0,0,-0.03628640648642611,-0.1744449887934577,20.4305477142334
49,0,0,-0.039775306262295265,0.10657353133351466,20.436033248901367
50,0,0,-0.03764383563562497,0.386446959042915,20.44388198852539
51,0,0,-0.029914896454766672,0.6670273920026504,20.424558639526367
52,0,1,-0.016574348614713665,0.9501431937510025,20.439252853393555
53,0,1,0.0024285152603063867,0.6522991768041319,20.41721534729004
54,0,1,0.015474498796389024,0.36038195228264636,20.4243106842041
55,0,1,0.02268213784204195,0.07261836693385532,20.436767578125
56,0,1,0.02413450518071906,-0.21282282742595504,20.441526412963867
57,0,1,0.00992212897979243,-0.7841486612388409,20.423826217651367
58,0,0,-0.005760844244984388,-1.0736935217742694,20.42973518371582
59,0,0,-0.027234714680469774,-0.7828240458761931,20.433584213256836
60,0,0,-0.042891195597993634,-0.49883247774463,20.44308090209961
61,0,0,-0.052867845152886235,-0.2199691887149926,20.444555282592773
62,0,0,-0.05726722892718609,0.0555795628240936,20.46375846862793
63,0,0,-0.056155637670704216,0.3296586146291487,20.485837936401367
64,0,0,-0.04956246537812124,0.6041173532409907,20.483793258666992
65,0,0,-0.037480118313301426,0.8807864536025254,20.47442626953125
66,0,1,-0.019864389241250918,1.1614548395359283,20.484895706176758
67,0,1,0.00336470754946765,0.8626104429424898,20.41694450378418
68,0,1,0.020616916408317445,0.5709873548410993,20.42107391357422
69,0,1,0.03203666350513943,0.28487012073874096,20.42987632751465
70,0,1,0.03773406591991425,0.0024610066601643,20.44291877746582
71,0,1,0.03778328605311754,-0.27808162822149757,20.448862075805664
72,0,1,0.032221653488687586,-0.5586123971548618,20.45524787902832
73,0,0,0.004229963630045484,-1.1269618393769303,20.442873001098633
74,0,0,-0.01830927315749312,-0.8329551764714676,20.43060874938965
75,0,0,-0.03496837668692247,-0.5460862323275724,20.43876838684082
76,0,0,-0.05118255848641942,-0.5714195258900164,20.450885772705078
77,0,0,-0.06851674940024041,-0.6070437952269268,20.461206436157227
78,0,0,-0.08880185532559805,-0.38943269790839913,20.472509384155273
79,0,0,-0.09659050928376603,-0.12601627585339997,20.513681411743164
80,0,0,-0.09911083480083403,0.13469907146856258,20.54629898071289
81,0,0,-0.08852600090504778,0.6553375822315985,20.624380111694336
82,0,0,-0.07541924926041581,0.9188844525873686,20.642738342285156
83,0,0,-0.057041560208668435,1.1869437163244514,20.63297462463379
