,Episode,Action,Pole_Angle,Pole_Angular_Velocity,Q_Value
0,0,1,0.013269094558410327,-0.020998265615229175,20.452781677246094
1,0,1,0.012849129246105744,-0.30946528078089636,20.46341323852539
2,0,0,0.006659823630487817,-0.598068415850756,20.455326080322266
3,0,0,-0.005301544686527304,-0.30329518224113255,20.445526123046875
4,0,0,-0.011367448331349955,-0.012288947501580771,20.435535430908203
5,0,1,-0.011613227281381571,0.27678584753264857,20.430076599121094
6,0,1,-0.006077510330728599,-0.01953714939534268,20.435962677001953
7,0,0,-0.024927824176767484,-0.905518792892672,20.469194412231445
8,0,0,-0.04303820003462092,-0.6207740598208018,20.470502853393555
9,0,0,-0.05545368123103696,-0.3419505682043627,20.47929573059082
10,0,0,-0.06229269259512421,-0.06725716442998514,20.498207092285156
11,0,0,-0.06363783588372392,0.20513985937142498,20.506046295166016
12,0,0,-0.059535038696295416,0.4770888044772493,20.512714385986328
13,0,0,-0.04999326260675043,0.7504292298231797,20.514507293701172
14,0,0,-0.03498467801028684,1.0269701639107611,20.48829460144043
15,0,1,-0.014445274732071616,1.3084669091028354,20.48185920715332
16,0,1,0.01172406344998509,1.01129774079717,20.422775268554688
17,0,1,0.03195001826592849,0.7223192900308366,20.416290283203125
18,0,1,0.04639640406654522,0.43986135408151567,20.447935104370117
19,0,1,0.055193631148175534,0.16215736097377387,20.471233367919922
20,0,1,0.05618447068134822,-0.3863044675855741,20.53486442565918
21,0,1,0.04845838132963674,-0.6607569182845761,20.553680419921875
22,0,1,0.03524324296394522,-0.9377963929862829,20.598190307617188
23,0,0,0.016487315104219566,-1.219199955291196,20.52665138244629
24,0,0,-0.007896684001604357,-0.9213968754831712,20.468849182128906
25,0,0,-0.02632462151126778,-0.6312060619432676,20.466339111328125
26,0,0,-0.03894874275013313,-0.34692839136982245,20.465240478515625
27,0,0,-0.04588731057752958,-0.06677736148752317,20.477874755859375
28,0,0,-0.03323116229526428,0.18258347505057188,20.455636978149414
29,0,0,-0.020287477922854513,0.7478155209461713,20.419219970703125
30,0,1,0.0153497463012534,1.3250501541351185,20.401491165161133
31,0,1,0.04185074938395577,1.0372100773321267,20.401992797851562
32,0,1,0.0625949509305983,0.7579539527011374,20.427074432373047
33,0,1,0.07775402998462105,0.48560628969742664,20.453847885131836
34,0,1,0.08746615577856959,0.21840652335723731,20.490392684936523
35,0,1,0.09183428624571434,-0.045454838328195024,20.54080581665039
36,0,1,0.09092518947915045,-0.30780916359047444,20.58799934387207
37,0,1,0.07335923339457698,-0.25235008121866337,20.551332473754883
38,0,1,0.06831223177020371,-0.5210220406016873,20.574155807495117
39,0,1,0.042063378820530614,-1.0653436947607946,20.629453659057617
40,0,0,0.020756504925314723,-1.3445337957692156,20.580520629882812
41,0,0,-0.027042766565914988,-1.3400319708534876,20.369701385498047
42,0,0,-0.0749620361994154,-1.3650171343782458,19.891551971435547
43,0,0,-0.10226237888698031,-1.0966919355658498,20.07168197631836
44,0,0,-0.1241962175982973,-0.8377655750517536,20.24541473388672
